,SIGHTING_ID,OCCURRED_DATE,CITY,STATE,COUNTRY,SHAPE,SUMMARY,YEAR,CITYSTATE
10465,10466,2021-06-20,Moose Creek,ID,USA,Oval,One bright light way bigger than a star!,2021.0,"Moose Creek, ID"
10466,10467,2021-06-20,New York City (Brooklyn),NY,USA,Light,"Thin, brilliant light moving slowly and then blinking in and out of existence before vanishing",2021.0,"New York City (Brooklyn), NY"
10467,10468,2021-06-19,Claypool,IN,USA,Triangle,Triangle shape shadow of a slow moving object,2021.0,"Claypool, IN"
10468,10469,2021-06-19,Barret beach fire lsland NY,NY,USA,Circle,UFO seen at Barrett Beach Fire Island NY 6/19/21 at 4:17am,2021.0,"Barret beach fire lsland NY, NY"
10473,10474,2021-06-19,Delmont,PA,USA,Changing,"Delmont, Pa Flying object interchanging shapes rolling motion.",2021.0,"Delmont, PA"
10474,10475,2021-06-19,Wonder Lake,IL,USA,Light,Object was moving very fast until it disappeared.  Over 60k feet,2021.0,"Wonder Lake, IL"
10476,10477,2021-06-19,Moseley,VA,USA,Light,"There were a few lights moving around the sky rapidly. The light would come into view, drop/raise drastically fast. Not normal speed",2021.0,"Moseley, VA"
10477,10478,2021-06-18,Highland Mills,NY,USA,Sphere,A sphere of light was flying in front of my ring camera and a sound came out of it ..,2021.0,"Highland Mills, NY"
10488,10489,2021-06-18,Charlottesville,VA,USA,Light,"AS I WAS TAKING A SHORT VIDEO OF PLANE , I SAW IN MY VIDEO A WHITE LIGHT OBJECT FLY DOWNWARD IN FRONT OF PLANE EXTREMELY FAST HIGH SPEE",2021.0,"Charlottesville, VA"
10492,10493,2021-06-17,Palouse. I was located right on the wa/Id border,ID,USA,Triangle,Huge triangle shaped craft hovering over a butte,2021.0,"Palouse. I was located right on the wa/Id border, ID"
10493,10494,2021-06-17,Buena park,CA,USA,Circle,Giant black circular object peeping in and out of back of weird Grey storm cloud,2021.0,"Buena park, CA"
10494,10495,2021-06-17,Old Hickory,TN,USA,Changing,Just got done swimming and about head to the store when i looked up to my left i saw this hugh black object floating across the sky. Th,2021.0,"Old Hickory, TN"
10495,10496,2021-06-17,Romulus,NY,USA,Circle,"Two circular objects seen flying beneath planes, but above the vineyards with no sound, propulsion or wings of any sort.",2021.0,"Romulus, NY"
10496,10497,2021-06-17,Havertown,PA,USA,Light,Small Bright round object high in the afternoon sky remained in same position for 10 minutes then disappeared,2021.0,"Havertown, PA"
10498,10499,2021-06-17,Pleasant Hill,OR,USA,Light,Mysterious light in sky with 90 degree corners,2021.0,"Pleasant Hill, OR"
10504,10505,2021-06-16,New York Ciity (Brooklyn),NY,USA,Changing,Black changing shape with halo hovering over Williamsburg Brooklyn,2021.0,"New York Ciity (Brooklyn), NY"
10505,10506,2021-06-15,Highway 152,CA,USA,Unknown,3 bright white lights,2021.0,"Highway 152, CA"
10512,10513,2021-06-15,Niwot,CO,USA,Circle,"Small white circle near the moon, very slowly moving north, then disappeared.",2021.0,"Niwot, CO"
10516,10517,2021-06-14,Tiskilwa,IL,USA,Triangle,Noticed 8 black objects very high. Broke away and did some unbelievable maneuvers. When video is slowed down to see orbs and tic tac,2021.0,"Tiskilwa, IL"
10517,10518,2021-06-14,Perry,UT,USA,Other,It was a 747 are bigger flying lower than most of the time I kelp Watching It had like a White Cloud coming from the Nose of the Plane,2021.0,"Perry, UT"
10520,10521,2021-06-13,Lonsdale,MN,USA,Orb,On the way home from work saw something that was not a star,2021.0,"Lonsdale, MN"
10521,10522,2021-06-13,Fort Madison,IA,USA,Changing,So came out to smoke a cigarette and there happens to be a very very bright light in the sky. I pulled the my phone camera out to pictu,2021.0,"Fort Madison, IA"
10524,10525,2021-06-13,LaCrosse,WI,USA,Light,Lights in the sky during Air Show,2021.0,"LaCrosse, WI"
10525,10526,2021-06-13,Bonsall,CA,USA,Changing,UFO spotted by flight instructor and student pilot over San Diego. ATC confirmed no radar contact.  ((NUFORC Note:  Pilot report.  PD)),2021.0,"Bonsall, CA"
10526,10527,2021-06-13,Luthersburgh,PA,USA,Flash,It shined my car and then took off like a flash then met up with two more white light crafts plus 2 red fiery looking crafts,2021.0,"Luthersburgh, PA"
10529,10530,2021-06-13,Seaman,OH,USA,Chevron,I was sitting on my back deck looking at my cell phone when I looked up and saw a beautiful v shaped craft straight over my head travel,2021.0,"Seaman, OH"
10530,10531,2021-06-13,Ford,WA,USA,Disk,Illuminated Sphere Object moving silently and disappeared,2021.0,"Ford, WA"
10545,10546,2021-06-12,Couer d'alene (south of),ID,USA,Cylinder,"Last Saturday while returning home from Couer d'alene my wife had put the window down to get some pictures of the sunset, after returni",2021.0,"Couer d'alene (south of), ID"
10547,10548,2021-06-11,Desert Center,CA,USA,Other,Not sure if UFO or Satellite but it’s so obvious super bright round mushroom head & lighter light on the bottom stem.,2021.0,"Desert Center, CA"
10548,10549,2021-06-11,Bannng,CA,USA,Sphere,"I have a window that looks up at the sky, in my bathroom. I was looking out and saw the object come into view and travel past, pretty f",2021.0,"Bannng, CA"
10549,10550,2021-06-11,Cotati,CA,USA,Unknown,White stationary dot in the sky,2021.0,"Cotati, CA"
10551,10552,2021-06-11,Brentwood/Epping,NH,USA,Changing,Definitely not an airplane,2021.0,"Brentwood/Epping, NH"
10552,10553,2021-06-11,Hammond,IN,USA,Circle,UFO sitting in NWI,2021.0,"Hammond, IN"
10565,10566,2021-06-09,Tower Hill,IL,USA,Cigar,Object stood out in the sky when a storm was in the area.,2021.0,"Tower Hill, IL"
10566,10567,2021-06-09,Effort,PA,USA,Circle,was painting my house when stepping back to look at the trim i just painted this bright circle passing over the top of house,2021.0,"Effort, PA"
10570,10571,2021-06-08,Chilmark,MA,USA,Unknown,Erratic light zips around Martha’s Vineyard.,2021.0,"Chilmark, MA"
10571,10572,2021-06-08,Sanleandro,CA,USA,Rectangle,Dark grey rectangular object hovering above trees.,2021.0,"Sanleandro, CA"
10574,10575,2021-06-07,Readington/Whitehouse Station,NJ,USA,Triangle,Triangular UFO and bright orb UFO above farm and tree line in rural NJ,2021.0,"Readington/Whitehouse Station, NJ"
10584,10585,2021-06-05,St. Johns,MI,USA,Triangle,"Two geometric (triangular) objects flew from east to west across the sky in a parallel or tandem type formation. Perfectly parallel, ne",2021.0,"St. Johns, MI"
10585,10586,2021-06-05,Far Rockaway (Queens),NY,USA,Unknown,It came from the ocean or from over the ocean,2021.0,"Far Rockaway (Queens), NY"
10587,10588,2021-06-05,Cornwall,NY,USA,Circle,"Saw circular object in the night sky. It moved up in the sky very quickly, shot to the left, then down, then disappeared",2021.0,"Cornwall, NY"
10591,10592,2021-06-04,Land O'Lakes,FL,USA,Light,Pulsating light moving at rapid speed before Thunderstorm,2021.0,"Land O'Lakes, FL"
10599,10600,2021-06-04,Confluence,PA,USA,Other,"Clear night. I was walking my pet in a stroller through the Outflow Campground in Confluence, PA at 10:15 p.m.  I was walking north whe",2021.0,"Confluence, PA"
10602,10603,2021-06-03,Boynton beach,FL,USA,Egg,Egg shaped object came out of the ocean moving on an angle upwards very quickly,2021.0,"Boynton beach, FL"
10603,10604,2021-06-03,Bristol/Southington area,CT,USA,Disk,Red and blue flash seen in the sky for a second or more traveling at light speed,2021.0,"Bristol/Southington area, CT"
10611,10612,2021-06-02,University city,MO,USA,Light,Many flashing and floating lights in trees surrounding my house.,2021.0,"University city, MO"
10612,10613,2021-06-02,Ruston,LA,USA,Disk,"It was A clear night on June 2, 2021 approximately 9:23 PM I have a video of a spaceship in the sky and it beckons a round circular lig",2021.0,"Ruston, LA"
10615,10616,2021-06-02,San Leon,TX,USA,Light,"Bright orange ball of light that appeared to move up and down and side to side, also dimming at one point.",2021.0,"San Leon, TX"
10619,10620,2021-06-01,Olala,WA,USA,Unknown,"Shortly before 6:00 PM on June 1, 2021, I stepped outside to chat with my husband and enjoy the beautiful weather. As I was sitting on",2021.0,"Olala, WA"
10621,10622,2021-05-31,Lovingston,VA,USA,Unknown,We were standing in the backyard around 6:00 PM and the blue sky was cloudless. I looked up and clearly saw a silver object flying quit,2021.0,"Lovingston, VA"
10623,10624,2021-05-31,Green Valley-Henderson,NV,USA,Rectangle,Three rotating black rectangles with extremely bright green lights at the long ends moving N-to-S in daylight,2021.0,"Green Valley-Henderson, NV"
10635,10636,2021-05-31,Port allegany,PA,USA,Chevron,Three small flashing objects surrounding a larger object. Erratic movements by smaller objects. Large object was very brightly lit. Obj,2021.0,"Port allegany, PA"
10636,10637,2021-05-31,La Vista NE,NE,USA,Other,Silver orb in the sky while we looked towards the East.,2021.0,"La Vista NE, NE"
10639,10640,2021-05-30,Socal,CA,USA,Formation,There is something going on with the cloud/marine coverage around Mt. Baldy and inland empire area. There is a lot of static and it fee,2021.0,"Socal, CA"
10641,10642,2021-05-30,Des Plaines,IL,USA,Orb,"I noticed an orange light in the sky, so I stepped outside to get a better look and to see if I would hear helicopter or an airplane en",2021.0,"Des Plaines, IL"
10643,10644,2021-05-30,North Hollywood,CA,USA,Egg,This UAP object was travelling very slow from East to West. This happened directly over the MTA North Hollywood Station located at Lank,2021.0,"North Hollywood, CA"
10648,10649,2021-05-29,Stoneman Lake,AZ,USA,Circle,Slow 20 plus circular lights in straight formation disappearing into each other. Haze around each circular light.,2021.0,"Stoneman Lake, AZ"
10653,10654,2021-05-29,Canyon Lake,CA,USA,Fireball,Fireball that turned into 3 cruising ufos,2021.0,"Canyon Lake, CA"
10658,10659,2021-05-29,Worley,ID,USA,Light,"3 lights travelled across the horizon, in any direction on a whim. Orange aura no flicker. No bob or sway, short shifty silent movement",2021.0,"Worley, ID"
10662,10663,2021-05-28,Tooele Utah,UT,USA,Triangle,"I was on my back deck and a triangle glass shaped object lit up the sky to the North of my city. It happened so fast, but it was so in",2021.0,"Tooele Utah, UT"
10665,10666,2021-05-28,Dean City,FL,USA,Formation,"We were driving east on a dirt road that separated Broward County and palmbeach county we were about  13 miles west of Hwy US. 27, in f",2021.0,"Dean City, FL"
10666,10667,2021-05-28,Central Point,OR,USA,Cigar,Cylinder shaped object at mid-day in clear weather moves slowly across sky and disappears.,2021.0,"Central Point, OR"
10668,10669,2021-05-28,Fork,SC,USA,Sphere,Object appeared in the South Sky at 1:00 position. Round metallic white sphere. Object darted to the NE. Stopped held position 1-2 minu,2021.0,"Fork, SC"
10671,10672,2021-05-28,Mt. Baldy,CA,USA,Light,"There was a line of lights, approximately ten, not like a comet streaking across the sky but individual dots in a line that disappeared",2021.0,"Mt. Baldy, CA"
10674,10675,2021-05-28,Faribauot,MN,USA,Changing,"I noticed the little dipper was really bright, like on fire then realized the stars were moving. Very fast, sporadically, left right, u",2021.0,"Faribauot, MN"
10682,10683,2021-05-27,Land o'Lakes,FL,USA,Unknown,"I was standing out in my yard doing photography for my business, I look towards the east and about at 10,000ft was fast moving object t",2021.0,"Land o'Lakes, FL"
10685,10686,2021-05-27,El Rito,NM,USA,Formation,Multiple changing colored lights following a path,2021.0,"El Rito, NM"
10687,10688,2021-05-27,Dorset,VT,USA,Rectangle,String of white lights moving slowly in formation.  ((Starlink satellites??)),2021.0,"Dorset, VT"
10689,10690,2021-05-27,Williams Bay,WI,USA,Circle,A string of lighted objects in a perfect straight line silently went right over us heading east.  ((Starlink satellites??)),2021.0,"Williams Bay, WI"
10697,10698,2021-05-26,Grand Rapids/Blackberry Township,MN,USA,Flash,Curtains open in my living room and noticed in the trees about 30-40 ft. Away from the window I noticed a flash of light size of a marb,2021.0,"Grand Rapids/Blackberry Township, MN"
10698,10699,2021-05-26,Downey,CA,USA,Unknown,Saw an unknown object through telescope pass in front of the Moon during Lunar Eclispe,2021.0,"Downey, CA"
10699,10700,2021-05-26,Mehama,OR,USA,Formation,"Silver Like crafts 1 single the 2 in formation flying east of Mehama ,Oregon  quickly disappear",2021.0,"Mehama, OR"
10704,10705,2021-05-26,St Charles,IL,USA,Formation,Straight string of lights about 35 of them traveling from NW to the SE  the center light was the brightest.  ((Starlink satellites?)),2021.0,"St Charles, IL"
10706,10707,2021-05-26,South Salt Lake,UT,USA,Other,A noiseless cluster of bright lights packed in a tight line formation passed overhead and disappeared suddenly.((Starlink satellites)),2021.0,"South Salt Lake, UT"
10713,10714,2021-05-25,Near Jemez,NM,USA,Triangle,Slow moving triangle shaped ship near Los alamos in broad daylight,2021.0,"Near Jemez, NM"
10724,10725,2021-05-23,Goodhue,MN,USA,Sphere,"There was a saucer shape aircraft with light going in a spinning motion, then a another aircraft with bright lights moving to the right",2021.0,"Goodhue, MN"
10725,10726,2021-05-23,Massapequa,NY,USA,Fireball,Bright subject seen in early morning hours,2021.0,"Massapequa, NY"
10729,10730,2021-05-23,Tetonia,ID,USA,Other,Couple hundred lights IT WAS NOT A STARLINK,2021.0,"Tetonia, ID"
10730,10731,2021-05-23,Balch Springs,TX,USA,Circle,4 flying objects seen from my back yard,2021.0,"Balch Springs, TX"
10737,10738,2021-05-22,Lake Havasu coty,AZ,USA,Disk,Spinning lights on disk above lake havasu city az,2021.0,"Lake Havasu coty, AZ"
10738,10739,2021-05-22,Big Bend South West Texas,TX,USA,Light,6 lights aligned to the west first 2 then 4 then 6 moving slowly and then dispensary,2021.0,"Big Bend South West Texas, TX"
10741,10742,2021-05-22,Bossier,LA,USA,Circle,UFO over Barksdale…,2021.0,"Bossier, LA"
10742,10743,2021-05-22,Concord Township,ME,USA,Circle,"on saturday night at about 8:30pm on lily pond in concord township ,maine i looked off to my right and suddenly saw a round UFO with ve",2021.0,"Concord Township, ME"
10746,10747,2021-05-22,Fallriver,MA,USA,Fireball,I seen an oval shape that was as bright as can be it had flashing bright lights located all around the bottom of ot and it hovered in o,2021.0,"Fallriver, MA"
10747,10748,2021-05-22,concord township,ME,USA,Disk,"on the evening of saturday may 22,2021 at about 830pm i saw a ufo craft hovering above lily pond in concord twp, maine. the craft was t",2021.0,"concord township, ME"
10750,10751,2021-05-22,Alamo,MI,USA,Formation,"My best description is ""The Phoenix lights"" but a lot more. I recorded the event over ""Rupert Lake"" in North Western Kalamazoo County.",2021.0,"Alamo, MI"
10752,10753,2021-05-22,Sonoma,CA,USA,Light,"3 of us friends were Sitting outside in Town of Sonoma, when we noticed 8 round light moving from southeast to north west/north possibl",2021.0,"Sonoma, CA"
10754,10755,2021-05-22,East Jordan,MI,USA,Unknown,18 - 20 Objects moving evenly spaced in a straight line across the night sky three separate times.,2021.0,"East Jordan, MI"
10757,10758,2021-05-22,Alexander City,GA,USA,Chevron,"Bluish, pink, silent, very fast moving objects over Lake Martin.",2021.0,"Alexander City, GA"
10758,10759,2021-05-22,Middleport,NY,USA,Formation,Long line of lights,2021.0,"Middleport, NY"
10760,10761,2021-05-22,Otis Orchards,WA,USA,Light,"3 events,1)10 bright lights in straight line moving together ,2) 3 bright moving lights in a line, 3) one bright moving light",2021.0,"Otis Orchards, WA"
10770,10771,2021-05-21,Maxville,FL,USA,Disk,I have a photo pretty clear one,2021.0,"Maxville, FL"
10784,10785,2021-05-19,Rosamond,CA,USA,Formation,Large Orange cluster of orbs,2021.0,"Rosamond, CA"
10785,10786,2021-05-19,Sharon Connecticut,CT,USA,Light,Strange star over northwestern connecticut,2021.0,"Sharon Connecticut, CT"
10787,10788,2021-05-19,Ashford,CT,USA,Unknown,Fast walker craft caught on drone camera,2021.0,"Ashford, CT"
10791,10792,2021-05-19,North Haledon,NJ,USA,Other,I’m no stranger to flying things but yesterday was very interestingly unusual. Attached is a drawing and that’s how close it was I coul,2021.0,"North Haledon, NJ"
10792,10793,2021-05-19,Glens Falls,NY,USA,Triangle,Triangular object over the Hudson River,2021.0,"Glens Falls, NY"
10794,10795,2021-05-19,Garibaldi,OR,USA,Changing,ORBS & UAP OVER GARIBALDI MEMORIAL DAY WKEND,2021.0,"Garibaldi, OR"
10803,10804,2021-05-18,Taftville,CT,USA,Circle,5 lights appearing round moving through the sky,2021.0,"Taftville, CT"
10808,10809,2021-05-17,Bogota,NJ,USA,Circle,Bright green lights in the sky.,2021.0,"Bogota, NJ"
10813,10814,2021-05-17,Wellsboro,PA,USA,Cylinder,I was at the overlook at The Pennsylvania Grand Canyon and snapped a picture of an eagle flying over the mountains. It wasn’t until I l,2021.0,"Wellsboro, PA"
10818,10819,2021-05-16,Vincent,AL,USA,Light,Two objects were headed towards each other then they stopped abruptly. They headed east and 3 other objects came from the east and stop,2021.0,"Vincent, AL"
10820,10821,2021-05-16,McDonald,PA,USA,Unknown,"15 crafts in space that raced, darted, faded in and out, pretended to be stars, and wobbled in all directions in the sky.",2021.0,"McDonald, PA"
10824,10825,2021-05-16,Port Hadlock,WA,USA,Other,Tight ly grouped string of lights/object?,2021.0,"Port Hadlock, WA"
10825,10826,2021-05-16,Bowdoin,ME,USA,Formation,Very large silent Light formation moving at plane speed.,2021.0,"Bowdoin, ME"
10832,10833,2021-05-16,Hiram,GA,USA,Other,"metallic craft at high altitude with no contrail,obviuosly not an aerodynamic craft",2021.0,"Hiram, GA"
10841,10842,2021-05-16,Frenchtown,NJ,USA,Other,Black object effortlessly floated without the use of wings or engine.,2021.0,"Frenchtown, NJ"
10843,10844,2021-05-16,Niagara falls,NY,USA,Oval,Black oval object with windows shot straight up through cloud's,2021.0,"Niagara falls, NY"
10844,10845,2021-05-16,New Baltimore,MI,USA,Circle,Reflective slow moving white ball,2021.0,"New Baltimore, MI"
10846,10847,2021-05-15,Conconully,WA,USA,Cylinder,"On a camping trip, and after my wife went to bed I was standing at the campfire looking up at all of the stars. I saw a long patch of w",2021.0,"Conconully, WA"
10847,10848,2021-05-15,Chautauqua Lake,NY,USA,Light,"Six bright white fast moving lights appeared above us, one of which passed under a jet and followed our boat.",2021.0,"Chautauqua Lake, NY"
10848,10849,2021-05-15,Fourchette Bay,MT,USA,Disk,Large bright Disk,2021.0,"Fourchette Bay, MT"
10849,10850,2021-05-15,W.T. Wooten Wild Life Are,WA,USA,Oval,Unpacking for camp we all see large cylinder 200 yards long with 6 lights on it moving slow and making no sound 400 to 500 yards away,2021.0,"W.T. Wooten Wild Life Are, WA"
10850,10851,2021-05-15,Highbridge,NJ,USA,Cylinder,Brilliant orange cylinder with points of white. Appeared translucent and had a deliberate flight path,2021.0,"Highbridge, NJ"
10851,10852,2021-05-15,Storden,MN,USA,Cigar,As I was closing the local bar alone. I looked up to the north and saw a subtle shiny object. It was shaped like a blimp or cigar. It a,2021.0,"Storden, MN"
10853,10854,2021-05-15,New Hanover Township,PA,USA,Circle,about 15 orange circular objects flying at low altitude.,2021.0,"New Hanover Township, PA"
10856,10857,2021-05-15,My Baldy Inland Empire,CA,USA,Other,((HOAX??)) Sending cloud coverage photos from last month had to recover from phone from previous report. Qi sucking qualities may be,2021.0,"My Baldy Inland Empire, CA"
10861,10862,2021-05-15,Randle,WA,USA,Disk,Two friends and i witnessed several bright balls of light in the sky heading northeast at 10:30 pm then at 1045 we observed a very larg,2021.0,"Randle, WA"
10863,10864,2021-05-15,Emigrant,MT,USA,Light,String of Attached Lights with No Sound Moving Towards Us,2021.0,"Emigrant, MT"
10870,10871,2021-05-15,Sisters,OR,USA,Cigar,"Long and narrow illuminated craft flying high and somewhat slowly over Oregon (5-15-21, 22:36); 4 whitnesses",2021.0,"Sisters, OR"
10873,10874,2021-05-15,Bonners Ferry,ID,USA,Cigar,Series of lights that appeared to be coming from a solid cigar object (but could have had more depth) slowly traveling west to east.,2021.0,"Bonners Ferry, ID"
10881,10882,2021-05-14,Harwich,MA,USA,Changing,The craft left- so quickly that it left streaks of light or it’s shape behind.,2021.0,"Harwich, MA"
10882,10883,2021-05-14,Ironwood,MI,USA,Circle,It was a clear night in May 14 2021. I saw a bright white “star-like” thing in the sky. It was moving. I was looking west of Ironwood.,2021.0,"Ironwood, MI"
10883,10884,2021-05-14,Camp atterbury,IN,USA,Orb,White orb floating over national guard base,2021.0,"Camp atterbury, IN"
10887,10888,2021-05-13,La grande,OR,USA,Formation,5-9 tightly grouped objects in a line,2021.0,"La grande, OR"
10888,10889,2021-05-13,Chesterton,IN,USA,Light,two lights circling in a figure 8,2021.0,"Chesterton, IN"
10889,10890,2021-05-13,Shelbyville,IN,USA,Light,It was just a light. Moved around seemed to zoom out of view and back in one or twice.,2021.0,"Shelbyville, IN"
10890,10891,2021-05-13,Holden Beach,OH,USA,Light,My daughter and I were sitting on our beach house back deck when we saw two yellow lights over the ocean in the southern sky. The light,2021.0,"Holden Beach, OH"
10895,10896,2021-05-12,Hephzibah,GA,USA,Unknown,"Just before sunset, an aircraft with three bright white lights hovered over the highway treeline observing traffic.",2021.0,"Hephzibah, GA"
10897,10898,2021-05-12,Belmont,MA,USA,Oval,"Object was photographed, but not seen at the time the photo was taken.",2021.0,"Belmont, MA"
10899,10900,2021-05-12,Phillipsburg,NJ,USA,Circle,Many people in town has reported about 2 circles glowing redi-sh orange. The one was bigger than the other and the like pulsating. Witn,2021.0,"Phillipsburg, NJ"
10904,10905,2021-05-10,Terre Haute (just E of; on Interstate 70),IN,USA,Sphere,"I saw a roundish, kind of out of focus white sphere, that eventually disappeared before my eyes.",2021.0,"Terre Haute (just E of; on Interstate 70), IN"
10906,10907,2021-05-10,North of Sarasota,FL,USA,Oval,"Various UFO's photographed May 10, 2021 from a United Airlines airplane between St. Petersburg and Sarasota FL.",2021.0,"North of Sarasota, FL"
10911,10912,2021-05-09,Nice,CA,USA,Disk,"A silent disk went over me, my fiance and my son's head and out over the water of Clear Lake.",2021.0,"Nice, CA"
10921,10922,2021-05-08,Running Springs,CA,USA,Unknown,UFO OVER REDLANDS WITH COLOR SPECTRUM,2021.0,"Running Springs, CA"
10932,10933,2021-05-08,Chisholm,MN,USA,Circle,"Hundres of white lights traveling in the same direction and same speed west to east over Chisholm mn , there was a pattern ( ***   **",2021.0,"Chisholm, MN"
10934,10935,2021-05-08,bellefonte,PA,USA,Flash,I noticed a bright orb in the sky; it was moving in different directions.,2021.0,"bellefonte, PA"
10945,10946,2021-05-07,Marin,CA,USA,Formation,"Series of lights 50+ viewed on same trajectory,",2021.0,"Marin, CA"
10948,10949,2021-05-07,Grove,OK,USA,Light,"It was like watching a hundred lights marching off to war, single file",2021.0,"Grove, OK"
10950,10951,2021-05-07,Shaver Lake,CA,USA,Formation,"A long formation of lights across the lower Northern sky, flying straight and evenly spaced that lasted for several minutes.",2021.0,"Shaver Lake, CA"
10952,10953,2021-05-07,Pinedale/Fresno,CA,USA,Orb,Vertically aligned lights moving across the sky in a constant straight line,2021.0,"Pinedale/Fresno, CA"
10953,10954,2021-05-07,Havelock,NC,USA,Formation,I was talking to my brother on my cell phone on my front porch with my wife. I looked up to the stars and off to the left I noticed doz,2021.0,"Havelock, NC"
10956,10957,2021-05-07,Calistoga,CA,USA,Orb,116 orbs in total traveling the three groups equally spaced apart and traveling at the same speed not following the horizon,2021.0,"Calistoga, CA"
10957,10958,2021-05-07,Weeki Wachee,FL,USA,Unknown,Watching TV then go outside and see a large pulsating light in the sky,2021.0,"Weeki Wachee, FL"
10960,10961,2021-05-06,Arroyo Seco,NM,USA,Light,"I saw eight moving slow light in the sky ""Fleet""  ((Starlink satellites??))",2021.0,"Arroyo Seco, NM"
10963,10964,2021-05-06,West Valley/Phoenix/Glendale,AZ,USA,Disk,odd light formation  ((Starlink satellites??)),2021.0,"West Valley/Phoenix/Glendale, AZ"
10971,10972,2021-05-06,Flippin,AR,USA,Circle,30 bright objects moving in a wave motion and 1 by 1 disappearing up into the sky.,2021.0,"Flippin, AR"
10973,10974,2021-05-06,Amory,MS,USA,Formation,10 lights in a row with the same space between them moving at a high speed. Took pictures with cell phone.,2021.0,"Amory, MS"
10979,10980,2021-05-06,Bauxite,AR,USA,Formation,String of objects silently moving through the night sky,2021.0,"Bauxite, AR"
10981,10982,2021-05-06,Metropolis,IL,USA,Light,The lights were not flashing and moving at the same speed.,2021.0,"Metropolis, IL"
10985,10986,2021-05-05,Henet,CA,USA,Orb,30 small orb lights in a row,2021.0,"Henet, CA"
10989,10990,2021-05-05,Park City,UT,USA,Formation,"We witnessed a straight line of approximately 25 white lights, (no flashing), traveling at a uniform speed and perfectly spaced. They a",2021.0,"Park City, UT"
10990,10991,2021-05-05,Silver city,OR,USA,Unknown,I was in my car turning onto my street when I saw 7 bright lights all flying in a line right above me and then before I could take a pi,2021.0,"Silver city, OR"
10991,10992,2021-05-05,Willcox,AZ,USA,Light,"A series of lights moving in a line through the NW sky slow and low.  No noise, evenly spaced, White light.",2021.0,"Willcox, AZ"
10992,10993,2021-05-05,Los Osos,CA,USA,Light,Trail of 60+ lights traveling in a line without sound in close linear formation- not visible on cameras,2021.0,"Los Osos, CA"
10994,10995,2021-05-05,Minden,NV,USA,Light,Starlight objects moving rapidly in a straight line across the sky.,2021.0,"Minden, NV"
10997,10998,2021-05-05,Tollhouse,CA,USA,Unknown,"10-12 objects flying in formation just above horizon, silently one after the other going north over Sierra",2021.0,"Tollhouse, CA"
11001,11002,2021-05-05,Bliss,ID,USA,Light,I saw these lights and Bliss Idaho.They were all in a straight line.Possibly a little higher than a small plane would fly.Moving slowly,2021.0,"Bliss, ID"
11005,11006,2021-05-05,Salt Lake city,UT,USA,Changing,3 separate fleets of light in the sky in 1 night.,2021.0,"Salt Lake city, UT"
11006,11007,2021-05-05,Williams,AZ,USA,Formation,"Very long, straight craft with string of bright lights on it seen moving slowly in night sky near Williams Arizona.",2021.0,"Williams, AZ"
11008,11009,2021-05-05,Silver City,NM,USA,Light,I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights,2021.0,"Silver City, NM"
11009,11010,2021-05-05,Sutter Creek,CA,USA,Cigar,Approximately 60 aircraft lined up like a train flying  south to north.,2021.0,"Sutter Creek, CA"
11013,11014,2021-05-05,Cordes Lakes,AZ,USA,Circle,Single file streaming like abarmada aprox 200  as we 4 watched amazed calling to the nebors to come see. As a friend pulled up he also,2021.0,"Cordes Lakes, AZ"
11014,11015,2021-05-05,Sylmar,CA,USA,Light,100+ lights in single formation flying SW over LA county,2021.0,"Sylmar, CA"
11016,11017,2021-05-04,Zimmermann,MN,USA,Fireball,There was a massive line of straight light looking like fire balls but in a perfect formation with blinking lights all around it. It ho,2021.0,"Zimmermann, MN"
11018,11019,2021-05-04,Zamora,CA,USA,Circle,EMS sees line of UFOs traveling two by two.,2021.0,"Zamora, CA"
11019,11020,2021-05-04,Terrell,TX,USA,Disk,Strange Gray Disk Hovering then shooting up and disappearing..,2021.0,"Terrell, TX"
11020,11021,2021-05-04,Sand Hollow,ID,USA,Unknown,Four of us sitting on our front porch enjoying the evening before bed out of nowhere we see this long line of straight white lights not,2021.0,"Sand Hollow, ID"
11021,11022,2021-05-04,Villanueva,NM,USA,Unknown,Tic tac in background of photo,2021.0,"Villanueva, NM"
11027,11028,2021-05-04,Stanwood,WA,USA,Other,"White unblinking lights in long line, straight formation, no sound, slow steady speed in straight line moving west to east",2021.0,"Stanwood, WA"
11028,11029,2021-05-04,Spicer,MN,USA,Rectangle,"Titanic size, slow, low floating, silent, rectangle",2021.0,"Spicer, MN"
11029,11030,2021-05-04,Maple Lake,MN,USA,Cigar, I saw a string of lights in an absolute straight line flying silently across the sky from West to E.  ((Starlink satellites??)),2021.0,"Maple Lake, MN"
11030,11031,2021-05-04,Harrington,ME,USA,Cylinder,"I was taking out my trash for the following morning and saw this florescent cylinder shaped craft hovering above our home, I called to",2021.0,"Harrington, ME"
11033,11034,2021-05-04,Santa Clara/Eugene,OR,USA,Unknown,"Series of lights seen while stargazing,  possible UFO the length of the Hindenburg.",2021.0,"Santa Clara/Eugene, OR"
11036,11037,2021-05-03,Point of Rocks,WY,USA,Light,"Facing  west I noticed 6-8 box’s connected at about 170 degrees moving wnw at slow to medium speed,  each box was connected in line and",2021.0,"Point of Rocks, WY"
